value,time
123.84883094457903,2025-07-02T14:04:51.661249+00:00
133.77875108069307,2025-07-02T14:04:55.659882+00:00
134.226751701947,2025-07-02T14:04:59.660724+00:00
120.93618580885772,2025-07-02T14:05:03.661360+00:00
127.67529378538515,2025-07-02T14:05:07.659710+00:00
120.74977408701591,2025-07-02T14:05:11.661586+00:00
131.55962791875177,2025-07-02T14:05:15.660219+00:00
124.30145703129926,2025-07-02T14:05:19.660038+00:00
123.25921549220124,2025-07-02T14:05:23.660674+00:00
131.46927750160833,2025-07-02T14:05:27.660308+00:00
127.79122364810155,2025-07-02T14:05:31.659943+00:00
127.8593254426576,2025-07-02T14:05:35.660579+00:00
132.69181870363644,2025-07-02T14:05:39.661214+00:00
120.4344349339685,2025-07-02T14:05:43.660850+00:00
128.75240491586771,2025-07-02T14:05:47.662486+00:00
119.40565188007365,2025-07-02T14:05:51.663122+00:00
123.68473320428394,2025-07-02T14:05:55.663758+00:00
131.7157010489328,2025-07-02T14:05:59.661391+00:00
134.1942786475838,2025-07-02T14:06:03.668033+00:00
134.4001050130577,2025-07-02T14:06:07.661661+00:00
119.50470966944849,2025-07-02T14:06:11.661296+00:00
131.32109896861616,2025-07-02T14:06:15.662933+00:00
130.92229048632575,2025-07-02T14:06:19.659564+00:00
128.77994712572988,2025-07-02T14:06:23.661426+00:00
126.74011546446594,2025-07-02T14:06:27.660060+00:00
119.53211025509367,2025-07-02T14:06:31.660696+00:00
133.7099931330217,2025-07-02T14:06:35.659330+00:00
128.48740824958472,2025-07-02T14:06:39.661967+00:00
139.64700778577344,2025-07-02T14:06:43.661602+00:00
120.11164932269439,2025-07-02T14:06:47.661236+00:00
125.84756531297221,2025-07-02T14:06:51.660871+00:00
134.34685733496596,2025-07-02T14:06:55.691534+00:00
129.24063818480002,2025-07-02T14:06:59.661141+00:00
123.34696731096517,2025-07-02T14:07:03.659775+00:00
123.9065071718898,2025-07-02T14:07:07.660410+00:00
126.59495284415271,2025-07-02T14:07:11.658421+00:00
132.59852993787163,2025-07-02T14:07:15.660059+00:00
126.727580694237,2025-07-02T14:07:19.666700+00:00
122.81938110545971,2025-07-02T14:07:23.658328+00:00
122.32658357678994,2025-07-02T14:07:27.658963+00:00
128.51373223101527,2025-07-02T14:07:31.659598+00:00
126.75931017888223,2025-07-02T14:07:35.660234+00:00
131.82796071351765,2025-07-02T14:07:39.669878+00:00
124.81283220199771,2025-07-02T14:07:43.658503+00:00
130.84501539172507,2025-07-02T14:07:47.660140+00:00
136.11283627230358,2025-07-02T14:07:51.658773+00:00
127.7160891860597,2025-07-02T14:07:55.659409+00:00
129.34684897271097,2025-07-02T14:07:59.660274+00:00
133.5795297329364,2025-07-02T14:08:03.658908+00:00
124.88969766638658,2025-07-02T14:08:07.658543+00:00
117.762239443028,2025-07-02T14:08:11.660179+00:00
124.89891901022507,2025-07-02T14:08:15.658813+00:00
138.84331750806476,2025-07-02T14:08:19.657446+00:00
130.17689970947808,2025-07-02T14:08:23.660083+00:00
123.51512929108888,2025-07-02T14:08:27.660719+00:00
124.97543860634724,2025-07-02T14:08:31.661355+00:00
130.1970668104216,2025-07-02T14:08:35.659989+00:00
127.420480579308,2025-07-02T14:08:39.660624+00:00
128.58441776912707,2025-07-02T14:08:43.659258+00:00
131.5537322474689,2025-07-02T14:08:47.660896+00:00
126.40706033173737,2025-07-02T14:08:51.656526+00:00
126.67886232792802,2025-07-02T14:08:55.660164+00:00
125.92369545374905,2025-07-02T14:08:59.659799+00:00
134.91671586452054,2025-07-02T14:09:03.657667+00:00
127.1729355963854,2025-07-02T14:09:07.658582+00:00
129.3428506595883,2025-07-02T14:09:11.657215+00:00
122.2924962320112,2025-07-02T14:09:15.662856+00:00
128.52631408480332,2025-07-02T14:09:19.658724+00:00
130.81217357653836,2025-07-02T14:09:23.660361+00:00
128.2945050216798,2025-07-02T14:09:27.657994+00:00
119.38068445930881,2025-07-02T14:09:31.662863+00:00
131.31969770787526,2025-07-02T14:09:35.657494+00:00
133.17680210577947,2025-07-02T14:09:39.659516+00:00
129.9547895725263,2025-07-02T14:09:43.660386+00:00
122.14729701795693,2025-07-02T14:09:47.658019+00:00
128.89927020203567,2025-07-02T14:09:51.657889+00:00
129.29446710403286,2025-07-02T14:09:55.658524+00:00
136.10433111039825,2025-07-02T14:09:59.657158+00:00
124.6470380524112,2025-07-02T14:10:03.687820+00:00
133.21479676917514,2025-07-02T14:10:07.657996+00:00
128.93396149831167,2025-07-02T14:10:11.660633+00:00
130.24989358904938,2025-07-02T14:10:15.659266+00:00
124.39483285067413,2025-07-02T14:10:19.656900+00:00
128.27657432004946,2025-07-02T14:10:23.658536+00:00
131.8507884368734,2025-07-02T14:10:27.658678+00:00
130.62445721715858,2025-07-02T14:10:31.659182+00:00
124.98757434961956,2025-07-02T14:10:35.656815+00:00
129.96162821023424,2025-07-02T14:10:39.657451+00:00
126.10588255563674,2025-07-02T14:10:43.657085+00:00
129.71993945684585,2025-07-02T14:10:47.656720+00:00
134.01384429888884,2025-07-02T14:10:51.656354+00:00
123.41921241077969,2025-07-02T14:10:55.654988+00:00
138.37262767851598,2025-07-02T14:10:59.656625+00:00
127.59923051973715,2025-07-02T14:11:03.656260+00:00
130.1021349480633,2025-07-02T14:11:07.657896+00:00
126.69602120936946,2025-07-02T14:11:11.655529+00:00
128.26744810871742,2025-07-02T14:11:15.657641+00:00
122.88931250657643,2025-07-02T14:11:19.656275+00:00
130.12959243716233,2025-07-02T14:11:23.656910+00:00
122.4572168122799,2025-07-02T14:11:27.657547+00:00
130.71945433960238,2025-07-02T14:11:31.657660+00:00
