value,time
0.261,2025-07-02T03:41:26.229984+00:00
0.327,2025-07-02T03:41:31.236715+00:00
0.286,2025-07-02T03:41:36.242345+00:00
0.246,2025-07-02T03:41:41.272483+00:00
0.264,2025-07-02T03:41:46.268208+00:00
0.361,2025-07-02T03:41:51.273509+00:00
0.584,2025-07-02T03:41:56.279331+00:00
0.381,2025-07-02T03:42:01.273810+00:00
0.371,2025-07-02T03:42:06.285665+00:00
0.232,2025-07-02T03:42:11.282073+00:00
0.449,2025-07-02T03:42:16.289699+00:00
0.262,2025-07-02T03:42:21.288287+00:00
0.32,2025-07-02T03:42:26.287088+00:00
0.426,2025-07-02T03:42:31.282277+00:00
0.371,2025-07-02T03:42:36.287365+00:00
0.317,2025-07-02T03:42:41.285365+00:00
0.289,2025-07-02T03:42:46.299361+00:00
0.371,2025-07-02T03:42:51.293557+00:00
0.344,2025-07-02T03:42:56.294557+00:00
0.474,2025-07-02T03:43:01.298053+00:00
0.289,2025-07-02T03:43:06.297708+00:00
0.357,2025-07-02T03:43:11.294952+00:00
0.269,2025-07-02T03:43:16.305504+00:00
0.456,2025-07-02T03:43:21.305988+00:00
0.562,2025-07-02T03:43:26.310889+00:00
0.216,2025-07-02T03:43:31.315351+00:00
0.303,2025-07-02T03:43:36.312275+00:00
0.297,2025-07-02T03:43:41.305526+00:00
0.256,2025-07-02T03:43:46.306033+00:00
0.395,2025-07-02T03:43:51.313697+00:00
0.301,2025-07-02T03:43:56.307852+00:00
0.457,2025-07-02T03:44:01.320323+00:00
0.304,2025-07-02T03:44:06.321065+00:00
0.367,2025-07-02T03:44:11.320743+00:00
0.524,2025-07-02T03:44:16.323757+00:00
0.458,2025-07-02T03:44:21.323305+00:00
0.212,2025-07-02T03:44:26.318444+00:00
0.552,2025-07-02T03:44:31.320991+00:00
0.252,2025-07-02T03:44:36.319118+00:00
0.23,2025-07-02T03:44:41.331931+00:00
0.38,2025-07-02T03:44:46.335478+00:00
0.365,2025-07-02T03:44:51.333060+00:00
0.565,2025-07-02T03:44:56.329190+00:00
0.227,2025-07-02T03:45:01.337561+00:00
0.367,2025-07-02T03:45:06.327834+00:00
0.446,2025-07-02T03:45:11.339112+00:00
0.406,2025-07-02T03:45:16.338208+00:00
0.259,2025-07-02T03:45:21.347149+00:00
0.212,2025-07-02T03:45:26.340415+00:00
0.254,2025-07-02T03:45:31.340957+00:00
0.447,2025-07-02T03:45:36.351830+00:00
0.428,2025-07-02T03:45:41.341817+00:00
0.227,2025-07-02T03:45:46.354693+00:00
0.529,2025-07-02T03:45:51.355151+00:00
0.534,2025-07-02T03:45:56.347375+00:00
0.529,2025-07-02T03:46:01.353349+00:00
0.509,2025-07-02T03:46:06.355692+00:00
0.398,2025-07-02T03:46:11.366008+00:00
0.504,2025-07-02T03:46:16.349304+00:00
0.28,2025-07-02T03:46:21.364862+00:00
0.446,2025-07-02T03:46:26.366010+00:00
0.41,2025-07-02T03:46:31.363912+00:00
0.371,2025-07-02T03:46:36.363905+00:00
0.457,2025-07-02T03:46:41.355356+00:00
