value,time
0.218,2025-07-02T02:33:51.144198+00:00
0.59,2025-07-02T02:33:56.154880+00:00
0.559,2025-07-02T02:34:01.149860+00:00
0.329,2025-07-02T02:34:06.144281+00:00
0.401,2025-07-02T02:34:11.160443+00:00
0.292,2025-07-02T02:34:16.157951+00:00
0.542,2025-07-02T02:34:21.162069+00:00
0.353,2025-07-02T02:34:26.148115+00:00
0.283,2025-07-02T02:34:31.161025+00:00
0.503,2025-07-02T02:34:36.161049+00:00
0.547,2025-07-02T03:20:23.568323+00:00
0.562,2025-07-02T03:20:25.761579+00:00
0.531,2025-07-02T03:20:30.769930+00:00
0.509,2025-07-02T03:20:35.771423+00:00
0.366,2025-07-02T03:20:40.778436+00:00
0.318,2025-07-02T03:20:45.764749+00:00
0.429,2025-07-02T03:20:50.768366+00:00
0.595,2025-07-02T03:20:55.768582+00:00
0.519,2025-07-02T03:21:00.779343+00:00
0.297,2025-07-02T03:21:05.777785+00:00
0.211,2025-07-02T03:21:10.772775+00:00
0.373,2025-07-02T03:21:15.775630+00:00
0.505,2025-07-02T03:21:20.784401+00:00
0.319,2025-07-02T03:21:25.784696+00:00
0.221,2025-07-02T03:21:30.785499+00:00
0.477,2025-07-02T03:21:35.776034+00:00
0.289,2025-07-02T03:21:40.787385+00:00
0.537,2025-07-02T03:21:45.782277+00:00
0.402,2025-07-02T03:21:50.787792+00:00
0.378,2025-07-02T03:21:55.790338+00:00
0.391,2025-07-02T03:22:00.797131+00:00
0.329,2025-07-02T03:22:05.796963+00:00
0.277,2025-07-02T03:22:10.791320+00:00
0.526,2025-07-02T03:22:15.802302+00:00
0.202,2025-07-02T03:22:20.803560+00:00
0.403,2025-07-02T03:22:25.794723+00:00
0.472,2025-07-02T03:22:30.795580+00:00
0.289,2025-07-02T03:22:35.801913+00:00
0.261,2025-07-02T03:22:40.798972+00:00
0.29,2025-07-02T03:22:45.809034+00:00
0.591,2025-07-02T03:22:50.809094+00:00
0.431,2025-07-02T03:22:55.809066+00:00
0.285,2025-07-02T03:23:00.814313+00:00
0.253,2025-07-02T03:23:05.813974+00:00
0.59,2025-07-02T03:23:10.807105+00:00
0.311,2025-07-02T03:23:15.812187+00:00
0.439,2025-07-02T03:23:20.812731+00:00
0.464,2025-07-02T03:23:25.821076+00:00
0.251,2025-07-02T03:23:30.818311+00:00
0.222,2025-07-02T03:23:35.822868+00:00
0.499,2025-07-02T03:23:40.818010+00:00
0.407,2025-07-02T03:23:45.814848+00:00
0.247,2025-07-02T03:23:50.816608+00:00
0.231,2025-07-02T03:23:55.813931+00:00
0.433,2025-07-02T03:24:00.834557+00:00
0.441,2025-07-02T03:24:05.818744+00:00
0.593,2025-07-02T03:24:10.848856+00:00
0.369,2025-07-02T03:24:15.840432+00:00
0.541,2025-07-02T03:24:20.826255+00:00
0.408,2025-07-02T03:24:25.829848+00:00
0.505,2025-07-02T03:24:30.840414+00:00
0.371,2025-07-02T03:24:35.838022+00:00
0.585,2025-07-02T03:24:40.835309+00:00
0.272,2025-07-02T03:24:45.839746+00:00
0.479,2025-07-02T03:24:50.838644+00:00
0.272,2025-07-02T03:24:55.843007+00:00
0.529,2025-07-02T03:25:00.836803+00:00
0.495,2025-07-02T03:25:05.844081+00:00
0.519,2025-07-02T03:25:10.848163+00:00
0.317,2025-07-02T03:25:15.853432+00:00
0.413,2025-07-02T03:25:20.847162+00:00
0.454,2025-07-02T03:25:25.851542+00:00
0.393,2025-07-02T03:25:30.845247+00:00
0.395,2025-07-02T03:25:35.862365+00:00
0.352,2025-07-02T03:25:40.858888+00:00
0.277,2025-07-02T03:25:45.859990+00:00
0.59,2025-07-02T03:25:50.851856+00:00
0.583,2025-07-02T03:25:55.852013+00:00
0.487,2025-07-02T03:26:00.862536+00:00
0.335,2025-07-02T03:26:05.856224+00:00
0.438,2025-07-02T03:26:10.866778+00:00
0.239,2025-07-02T03:26:15.860253+00:00
0.561,2025-07-02T03:26:20.876920+00:00
0.263,2025-07-02T03:26:25.866354+00:00
0.284,2025-07-02T03:26:30.867791+00:00
0.358,2025-07-02T03:26:35.864973+00:00
0.356,2025-07-02T03:26:40.870590+00:00
0.553,2025-07-02T03:26:45.870132+00:00
0.296,2025-07-02T03:26:50.876833+00:00
0.579,2025-07-02T03:26:55.876538+00:00
0.293,2025-07-02T03:27:00.880837+00:00
0.35,2025-07-02T03:27:05.875449+00:00
0.475,2025-07-02T03:27:10.890291+00:00
0.529,2025-07-02T03:27:15.889311+00:00
0.242,2025-07-02T03:27:20.886325+00:00
0.377,2025-07-02T03:27:25.888023+00:00
0.396,2025-07-02T03:27:30.882975+00:00
0.248,2025-07-02T03:27:35.897106+00:00
0.458,2025-07-02T03:27:40.891157+00:00
0.211,2025-07-02T03:27:45.894560+00:00
0.565,2025-07-02T03:27:50.902831+00:00
0.591,2025-07-02T03:27:55.893319+00:00
0.573,2025-07-02T03:28:00.897867+00:00
0.291,2025-07-02T03:28:05.905242+00:00
0.391,2025-07-02T03:28:10.909873+00:00
0.595,2025-07-02T03:28:15.902065+00:00
0.348,2025-07-02T03:28:20.906713+00:00
0.416,2025-07-02T03:28:25.911017+00:00
0.565,2025-07-02T03:28:30.915091+00:00
0.593,2025-07-02T03:28:35.908778+00:00
0.575,2025-07-02T03:28:40.904318+00:00
0.408,2025-07-02T03:28:45.921206+00:00
0.41,2025-07-02T03:28:50.916747+00:00
0.426,2025-07-02T03:28:55.923783+00:00
0.599,2025-07-02T03:29:00.923875+00:00
0.582,2025-07-02T03:29:05.914970+00:00
0.429,2025-07-02T03:29:10.913546+00:00
0.487,2025-07-02T03:29:15.926015+00:00
0.263,2025-07-02T03:29:20.929906+00:00
0.339,2025-07-02T03:29:25.925246+00:00
0.406,2025-07-02T03:29:30.921674+00:00
0.363,2025-07-02T03:29:35.934185+00:00
0.533,2025-07-02T03:29:40.930265+00:00
0.539,2025-07-02T03:29:45.930396+00:00
0.561,2025-07-02T03:29:50.931240+00:00
0.543,2025-07-02T03:29:55.927680+00:00
0.546,2025-07-02T03:30:00.930046+00:00
0.254,2025-07-02T03:30:05.935037+00:00
0.498,2025-07-02T03:30:10.937164+00:00
0.553,2025-07-02T03:30:15.940569+00:00
0.505,2025-07-02T03:30:20.940115+00:00
0.232,2025-07-02T03:30:25.940227+00:00
0.585,2025-07-02T03:30:30.936161+00:00
0.287,2025-07-02T03:30:35.943713+00:00
0.469,2025-07-02T03:30:41.032709+00:00
0.561,2025-07-02T03:30:46.041864+00:00
0.265,2025-07-02T03:30:51.045036+00:00
0.429,2025-07-02T03:30:56.045675+00:00
0.34,2025-07-02T03:31:01.096455+00:00
0.526,2025-07-02T03:31:06.049366+00:00
0.505,2025-07-02T03:31:11.057099+00:00
0.231,2025-07-02T03:31:16.054224+00:00
0.3,2025-07-02T03:31:21.058242+00:00
0.507,2025-07-02T03:31:26.059771+00:00
0.386,2025-07-02T03:31:31.057555+00:00
0.362,2025-07-02T03:31:36.064105+00:00
0.404,2025-07-02T03:31:41.060084+00:00
0.292,2025-07-02T03:31:46.054794+00:00
0.318,2025-07-02T03:31:51.064971+00:00
0.209,2025-07-02T03:31:56.058782+00:00
0.503,2025-07-02T03:32:01.065190+00:00
0.472,2025-07-02T03:32:06.071741+00:00
0.353,2025-07-02T03:32:11.075791+00:00
0.366,2025-07-02T03:32:16.075484+00:00
0.246,2025-07-02T03:32:21.082355+00:00
0.348,2025-07-02T03:32:26.074584+00:00
0.364,2025-07-02T03:32:31.083078+00:00
0.385,2025-07-02T03:32:36.074614+00:00
0.444,2025-07-02T03:32:41.078745+00:00
0.285,2025-07-02T03:32:46.093301+00:00
0.327,2025-07-02T03:32:51.095247+00:00
0.359,2025-07-02T03:32:56.079963+00:00
0.284,2025-07-02T03:33:01.082931+00:00
0.333,2025-07-02T03:33:06.096489+00:00
0.494,2025-07-02T03:33:11.083819+00:00
0.461,2025-07-02T03:33:16.089945+00:00
0.355,2025-07-02T03:33:21.088529+00:00
0.325,2025-07-02T03:33:26.090928+00:00
0.526,2025-07-02T03:33:31.098301+00:00
0.489,2025-07-02T03:33:36.094098+00:00
0.446,2025-07-02T03:33:41.096552+00:00
0.402,2025-07-02T03:33:46.108052+00:00
0.384,2025-07-02T03:33:51.097555+00:00
0.374,2025-07-02T03:33:56.112348+00:00
0.334,2025-07-02T03:34:01.108238+00:00
0.434,2025-07-02T03:34:06.115601+00:00
0.48,2025-07-02T03:34:11.121300+00:00
0.559,2025-07-02T03:34:16.111750+00:00
0.559,2025-07-02T03:34:21.122415+00:00
0.57,2025-07-02T03:34:26.113899+00:00
0.517,2025-07-02T03:34:31.118787+00:00
0.55,2025-07-02T03:34:36.111131+00:00
0.311,2025-07-02T03:34:41.114555+00:00
0.584,2025-07-02T03:34:46.118625+00:00
0.435,2025-07-02T03:34:51.128026+00:00
0.415,2025-07-02T03:34:56.129977+00:00
0.343,2025-07-02T03:35:01.124331+00:00
0.51,2025-07-02T03:35:06.127017+00:00
0.539,2025-07-02T03:35:11.129916+00:00
0.37,2025-07-02T03:35:16.141263+00:00
0.534,2025-07-02T03:35:21.136657+00:00
0.548,2025-07-02T03:35:26.130493+00:00
0.261,2025-07-02T03:35:31.134226+00:00
0.218,2025-07-02T03:35:36.133330+00:00
0.413,2025-07-02T03:35:41.131251+00:00
0.538,2025-07-02T03:35:46.131688+00:00
0.553,2025-07-02T03:35:51.136015+00:00
0.555,2025-07-02T03:35:56.138124+00:00
0.248,2025-07-02T03:36:01.142442+00:00
0.531,2025-07-02T03:36:06.142233+00:00
0.203,2025-07-02T03:36:11.157388+00:00
0.537,2025-07-02T03:36:16.142188+00:00
0.451,2025-07-02T03:36:21.148631+00:00
0.38,2025-07-02T03:36:26.157219+00:00
0.442,2025-07-02T03:36:31.159010+00:00
0.566,2025-07-02T03:36:36.164597+00:00
0.567,2025-07-02T03:36:41.153604+00:00
0.354,2025-07-02T03:36:46.158705+00:00
0.478,2025-07-02T03:36:51.153388+00:00
0.444,2025-07-02T03:36:56.160480+00:00
0.446,2025-07-02T03:37:01.157526+00:00
0.502,2025-07-02T03:37:06.155802+00:00
0.503,2025-07-02T03:37:11.173363+00:00
0.483,2025-07-02T03:37:16.162739+00:00
0.273,2025-07-02T03:37:21.160963+00:00
0.468,2025-07-02T03:37:26.161425+00:00
0.518,2025-07-02T03:37:31.159935+00:00
0.281,2025-07-02T03:37:36.172041+00:00
0.486,2025-07-02T03:37:41.165863+00:00
0.376,2025-07-02T03:37:46.176256+00:00
0.384,2025-07-02T03:37:51.170284+00:00
0.557,2025-07-02T03:37:56.186090+00:00
0.246,2025-07-02T03:38:01.182094+00:00
0.252,2025-07-02T03:38:06.176633+00:00
0.208,2025-07-02T03:38:11.183102+00:00
0.263,2025-07-02T03:38:16.176073+00:00
0.358,2025-07-02T03:38:21.177600+00:00
0.202,2025-07-02T03:38:26.185360+00:00
0.431,2025-07-02T03:38:31.185674+00:00
0.446,2025-07-02T03:38:36.187317+00:00
0.484,2025-07-02T03:38:41.197973+00:00
0.393,2025-07-02T03:38:46.190843+00:00
0.283,2025-07-02T03:38:51.188029+00:00
0.331,2025-07-02T03:38:56.194584+00:00
0.366,2025-07-02T03:39:01.189891+00:00
0.567,2025-07-02T03:39:06.198726+00:00
0.375,2025-07-02T03:39:11.197377+00:00
0.566,2025-07-02T03:39:16.200923+00:00
0.304,2025-07-02T03:39:21.202723+00:00
0.515,2025-07-02T03:39:26.201814+00:00
0.591,2025-07-02T03:39:31.198739+00:00
0.566,2025-07-02T03:39:36.208968+00:00
0.524,2025-07-02T03:39:41.207354+00:00
0.349,2025-07-02T03:39:46.205402+00:00
0.378,2025-07-02T03:39:51.207320+00:00
0.442,2025-07-02T03:39:56.210066+00:00
0.3,2025-07-02T03:40:01.208379+00:00
0.268,2025-07-02T03:40:06.213456+00:00
0.317,2025-07-02T03:40:11.211386+00:00
0.51,2025-07-02T03:40:16.227482+00:00
0.568,2025-07-02T03:40:21.223305+00:00
0.449,2025-07-02T03:40:26.228964+00:00
0.321,2025-07-02T03:40:31.227209+00:00
0.218,2025-07-02T03:40:36.217757+00:00
0.211,2025-07-02T03:40:41.224141+00:00
0.405,2025-07-02T03:40:46.219641+00:00
0.574,2025-07-02T03:40:51.223684+00:00
0.411,2025-07-02T03:40:56.235729+00:00
0.504,2025-07-02T03:41:01.240187+00:00
0.324,2025-07-02T03:41:06.267281+00:00
0.271,2025-07-02T03:41:11.235272+00:00
0.524,2025-07-02T03:41:16.240736+00:00
0.349,2025-07-02T03:41:21.245726+00:00
0.303,2025-07-02T03:41:26.235989+00:00
0.23,2025-07-02T03:41:31.241721+00:00
0.477,2025-07-02T03:41:36.250352+00:00
0.405,2025-07-02T03:41:41.279489+00:00
0.588,2025-07-02T03:41:46.274213+00:00
0.448,2025-07-02T03:41:51.278514+00:00
0.31,2025-07-02T03:41:56.285337+00:00
0.516,2025-07-02T03:42:01.279816+00:00
0.217,2025-07-02T03:42:06.291671+00:00
0.402,2025-07-02T03:42:11.288079+00:00
0.555,2025-07-02T03:42:16.295705+00:00
0.536,2025-07-02T03:42:21.294292+00:00
0.204,2025-07-02T03:42:26.293093+00:00
0.223,2025-07-02T03:42:31.288284+00:00
0.515,2025-07-02T03:42:36.294372+00:00
0.302,2025-07-02T03:42:41.291370+00:00
0.333,2025-07-02T03:42:46.306368+00:00
0.285,2025-07-02T03:42:51.300514+00:00
0.501,2025-07-02T03:42:56.301562+00:00
0.336,2025-07-02T03:43:01.303058+00:00
0.301,2025-07-02T03:43:06.305716+00:00
0.549,2025-07-02T03:43:11.301957+00:00
0.274,2025-07-02T03:43:16.310509+00:00
0.503,2025-07-02T03:43:21.310993+00:00
0.58,2025-07-02T03:43:26.316895+00:00
0.236,2025-07-02T03:43:31.321358+00:00
0.584,2025-07-02T03:43:36.319281+00:00
0.417,2025-07-02T03:43:41.311531+00:00
0.565,2025-07-02T03:43:46.312038+00:00
0.355,2025-07-02T03:43:51.319702+00:00
0.444,2025-07-02T03:43:56.313857+00:00
0.343,2025-07-02T03:44:01.326328+00:00
0.582,2025-07-02T03:44:06.328072+00:00
0.429,2025-07-02T03:44:11.327750+00:00
0.541,2025-07-02T03:44:16.330763+00:00
0.494,2025-07-02T03:44:21.329311+00:00
0.377,2025-07-02T03:44:26.325451+00:00
0.46,2025-07-02T03:44:31.326995+00:00
0.458,2025-07-02T03:44:36.326124+00:00
0.238,2025-07-02T03:44:41.337936+00:00
0.329,2025-07-02T03:44:46.342484+00:00
0.29,2025-07-02T03:44:51.339066+00:00
0.278,2025-07-02T03:44:56.335195+00:00
0.343,2025-07-02T03:45:01.344568+00:00
0.357,2025-07-02T03:45:06.333840+00:00
0.525,2025-07-02T03:45:11.346118+00:00
0.461,2025-07-02T03:45:16.344214+00:00
0.293,2025-07-02T03:45:21.354155+00:00
0.369,2025-07-02T03:45:26.347422+00:00
0.404,2025-07-02T03:45:31.347963+00:00
0.358,2025-07-02T03:45:36.360839+00:00
0.339,2025-07-02T03:45:41.349824+00:00
0.53,2025-07-02T03:45:46.362700+00:00
0.282,2025-07-02T03:45:51.362158+00:00
0.391,2025-07-02T03:45:56.354382+00:00
0.339,2025-07-02T03:46:01.360355+00:00
0.514,2025-07-02T03:46:06.362699+00:00
0.433,2025-07-02T03:46:11.374015+00:00
0.388,2025-07-02T03:46:16.356310+00:00
0.595,2025-07-02T03:46:21.370867+00:00
0.47,2025-07-02T03:46:26.372016+00:00
0.515,2025-07-02T03:46:31.370919+00:00
0.45,2025-07-02T03:46:36.370415+00:00
0.47,2025-07-02T03:46:41.362363+00:00
