drop_vibration,is_cracked
0.0140701695,0
-0.0581786775,0
-0.2215560632,0
-0.4596256248,0
-0.6626021196,0
-1.1061563247,0
-0.9514341699,0
-0.8995228056,0
-1.2631027799,0
-1.2817538568,0
-1.1292910619,0
-1.324544549,0
-1.1280064459,0
-1.0146791541,0
-1.0355537878,0
-0.7667721911,0
-0.8181851004,0
-0.6009802594,0
-0.5504699577,0
-0.3750987489,0
-0.2059813657,0
-0.0328175721,0
0.1809427562,0
0.3478884307,0
0.6534952368,0
1.2285839833,0
1.176189206,0
2.1424013204,0
1.5842473711,0
1.4293263009,0
1.5891100785,0
2.1423093583,0
1.9370506891,0
1.326195712,0
0.9280762868,0
0.4807829911,0
0.4216439431,0
0.2846922299,0
0.4394222042,0
0.6172523651,0
0.7315746527,0
1.2607813527,0
1.5261912278,0
1.7615530211,0
2.024136565,0
1.7465229286,0
2.1667203635,0
1.6190241015,0
1.8442093392,0
2.5215538482,0
1.9366760088,0
2.399418144,0
2.2071614888,0
1.3933635318,0
1.6089519501,0
1.8663738218,0
1.3975824605,0
1.6141163302,0
1.428346863,0
0.7514843159,0
0.626911781,0
0.7674914277,0
0.271858209,0
-0.0514370696,0
-0.3547062698,0
-0.6176096602,0
-0.9427090018,0
-0.6270963883,0
-0.9164034555,0
-0.5789463931,0
-0.4353830062,0
-0.2515636013,0
0.07280195,0
0.3044175403,0
0.3741731681,0
0.358332912,0
0.0957776712,0
-0.2079370922,0
-0.5354436148,0
-0.6833792662,0
-1.2579919546,0
-1.500340895,0
-1.7176988176,0
-2.2805806103,0
-2.4597565274,0
-2.0373234821,0
-2.185346487,0
-2.0475037735,0
-2.4942292532,0
-2.5748342176,0
-2.1544909597,0
-2.4738679253,0
-2.2174780588,0
-1.9022728697,0
-2.0253668049,0
-2.0663223418,0
-1.9187830832,0
-1.7472174631,0
-1.4317860543,0
-1.2717255774,0
-1.0242646865,0
-0.6702460793,0
-0.4123041286,0
-0.2077029811,0
-0.0617740756,0
-0.0543315072,0
-0.1673754909,0
-0.4255670217,0
-0.6767137732,0
-1.2046854801,0
-1.4143292142,0
-1.2994175864,0
-1.8267089722,0
-1.5084596227,0
-1.1461378311,0
-0.6578363773,0
-0.3317112804,0
-0.0202096567,0
0.3191044701,0
0.559220764,0
0.6825993079,0
0.8998769572,0
1.309404355,0
1.2436795507,0
1.0738734795,0
1.5900797789,0
1.6302890575,0
1.4166500839,0
1.3687250881,0
1.4485813056,0
1.6309910255,0
2.0708738353,0
1.427257834,0
1.4787252363,0
1.8294770183,0
1.3147041957,0
1.0772179554,0
0.9881279515,0
0.8502935144,0
0.6196374769,0
0.3714949324,0
0.3603109352,0
0.2254634033,0
0.4127356608,0
0.6849687329,0
0.8339075221,0
1.4748798918,0
1.8929713059,0
1.7591321065,0
2.1199489078,0
1.9232338688,0
2.0621858565,0
1.7697539378,0
1.9673241396,0
0.9107234839,0
0.6196968321,0
0.4316856097,0
0.3083245407,0
0.1656974483,0
0.0199475352,0
-0.0738709573,0
-0.1099309829,0
-0.1828594582,0
-0.2226296412,0
-0.3111196351,0
-0.4031218063,0
-0.4275721009,0
-0.4746057405,0
-0.5610022082,0
-0.4598201845,0
-0.5057473719,0
-0.4970791663,0
-0.2885448752,0
-0.2349327692,0
-0.1406927406,0
0.0383616224,0
0.1734214782,0
0.28287201,0
0.4033442676,0
0.5526046243,0
0.3308500868,0
0.1243743561,0
-0.2259256251,0
-0.7437116611,0
-1.3169526261,0
-1.5764750263,0
-1.6397940298,0
-2.1211715835,0
-2.1278718022,0
-1.7610156756,0
-1.6524250993,0
-1.5509761505,0
-0.6508300733,0
-0.7106078616,0
-0.5289454759,0
-0.492666279,0
0.0,0
0.3664505772,0
0.9149635447,0
0.9935361192,0
0.9738074669,0
0.9886025238,0
0.7595557862,0
0.8749905583,0
0.6508033681,0
0.5305475014,0
0.5119969069,0
0.3537469054,0
0.2941145554,0
0.2881192656,0
0.2643603952,0
0.295057321,0
0.2883257852,0
0.3966168696,0
0.3535155725,0
0.3131080554,0
0.4352127404,0
0.4642018471,0
0.444267626,0
0.4255419898,0
0.477118454,0
0.8107289463,0
1.0279831764,0
0.8730799843,0
1.2824281608,0
1.4154789172,0
1.4486946593,0
1.9196387374,0
1.8391463288,0
2.4606701131,0
1.5783674605,0
2.0125858027,0
1.727840059,0
1.4065265208,0
1.0717245549,0
0.6564671526,0
0.3709981178,0
0.4108346569,0
0.2978841879,0
0.5012988084,0
0.6186112542,0
0.8818873826,0
1.0004532221,0
1.2115097237,0
0.8459630527,0
1.2640407204,0
1.3170725902,0
1.137294489,0
1.0095594443,0
0.9335258861,0
1.0621586144,0
0.823318996,0
0.7078567069,0
0.7337226013,0
0.801749998,0
0.664168833,0
0.8294711318,0
0.5664930977,0
0.6006651831,0
0.3213202566,0
0.0749029152,0
-0.1857902611,0
-0.3597395046,0
-0.7015945119,0
-0.9853114252,0
-1.3867078793,0
-1.6710985102,0
-1.118335918,0
-1.3483570761,0
-1.2684452071,0
-0.9916022304,0
-0.9327644362,0
-0.3191894901,0
-0.3900681811,0
-0.3888749557,0
-0.5046703813,0
-0.4851441971,0
-0.868981951,0
-1.3915786348,0
-1.0853839895,0
-1.2904200726,0
-1.5466027718,0
-1.9211558882,0
-1.9504400516,0
-2.2297562283,0
-1.9625235766,0
-1.788784554,0
-2.1514327456,0
-2.0785795275,0
-1.6678627191,0
-2.1814689258,0
-2.0577972743,0
-2.6765993463,0
-1.8151088799,0
-2.4399803078,0
-1.1847544081,0
-1.6963126325,0
-1.7523014805,0
-1.6024693154,0
-1.0591042012,0
-0.8603407272,0
-0.4462710787,0
-0.1891640665,0
-0.0348206751,0
0.0259164318,0
-0.0350486399,0
-0.2052035899,0
-0.3429632714,0
-0.6997172994,0
-0.7152415759,0
-0.9532932642,0
-1.1169367333,0
-1.0671394173,0
-0.6014020277,0
-0.4478212608,0
-0.3218911347,0
-0.0413694298,0
0.1916004967,0
0.40110188,0
0.5219152907,0
0.755954999,0
0.9389633917,0
0.9970000262,0
0.9431090539,0
0.9991899255,0
1.3191978645,0
1.3236375852,0
1.0053064856,0
1.622148956,0
1.3598199275,0
1.4356742732,0
1.7426088588,0
2.086769855,0
1.9183355623,0
1.8200931413,0
1.6385880693,0
1.3837913748,0
1.0882415254,0
1.0076977948,0
0.9026049779,0
0.7576835095,0
0.6398013974,0
0.9093061507,0
1.0517286619,0
1.2242212802,0
1.5401619265,0
0.896659332,0
1.2439052069,0
1.7716366229,0
2.3688979363,0
1.9848525097,0
1.8431579633,0
1.7785150758,0
1.5491693415,0
1.3835969313,0
1.138501378,0
1.001640189,0
0.8961986368,0
0.879456738,0
0.4257633213,0
0.4619035343,0
0.4558832624,0
0.2839299539,0
0.2150518701,0
0.0458375749,0
-0.0535510234,0
-0.1813161042,0
-0.2701839512,0
-0.3584289765,0
-0.4606936069,0
-0.5198584244,0
-0.3767929212,0
-0.3345377465,0
-0.138269497,0
0.0385969663,0
0.2496219773,0
0.3534743707,0
0.4532874816,0
0.5331564623,0
0.3108080516,0
-0.0136293,0
-0.4340149712,0
-0.8030393102,0
-0.9403061731,0
-1.5882553206,0
-1.5590570094,0
-1.7653904547,0
-1.6649057705,0
-1.7659969839,0
-1.3693666167,0
-1.246022524,0
-1.4443789255,0
-0.9464627019,0
-1.1657894458,0
-1.1665985153,0
-1.1487585066,0
-0.9463805071,0
-1.2916848332,0
-0.768708611,0
-0.9748122724,0
-1.074209152,0
-0.9666946159,0
-0.8396108386,0
-0.6187332663,0
-0.8196250722,0
-0.7426854399,0
-0.6272120972,0
-0.6703839431,0
-0.5280804745,0
-0.6018388862,0
-0.913479961,0
-1.1488259566,0
-1.5074114458,0
-1.8152815308,0
-2.0875463854,0
-1.8722937713,0
-2.0509340134,0
-1.5036076931,0
-1.3862840876,0
-0.8761061469,0
-0.5192116432,0
-0.1786765358,0
-0.0237787318,0
0.0643820534,0
0.1228415092,0
0.072304943,0
0.0598017319,0
0.0076561708,0
-0.0481435762,0
-0.0889107564,0
-0.1255421022,0
-0.1079242777,0
-0.1283629138,0
-0.093632286,0
-0.0956014002,0
-0.0772610426,0
-0.0610895512,0
-0.057743526,0
-0.067154739,0
-0.074508098,0
-0.0891729074,0
-0.1000899004,0
-0.0825336563,0
-0.0608803998,0
0.0211818684,0
0.1614914318,0
0.428468416,0
0.6537925857,0
1.0212489432,0
1.4629105552,0
0.9662457897,0
1.7657120789,0
1.9253400436,0
2.0402185324,0
1.6233741922,0
0.9469469733,0
1.1690358705,0
0.8437761782,0
0.7461989522,0
0.7351905807,0
0.6250679188,0
0.6214464727,0
0.5374577729,0
0.7189084666,0
0.89206297,0
0.964898867,0
1.0592093509,0
1.2991423161,0
1.3591132148,0
1.1900762027,0
1.2792027556,0
1.1391076934,0
1.6770207556,0
1.2672008432,0
1.4718987747,0
1.186210905,0
1.2863904405,0
1.3439463268,0
1.6172872486,0
1.6613619988,0
1.6745215181,0
1.4990510108,0
1.3992464388,0
0.9729608494,0
0.8765815976,0
0.5546999762,0
0.1683216115,0
-0.1167105827,0
-0.4056641385,0
-0.3820864022,0
-0.5893558381,0
-0.4347336512,0
-0.2151883451,0
-0.0246670171,0
0.1540602822,0
0.3878058065,0
0.5789963182,0
0.363637332,0
0.2991155744,0
0.1968480436,0
0.0925551518,0
-0.0482424932,0
-0.1887257731,0
-0.4456397336,0
-0.5218544835,0
-0.5796477048,0
-0.7190338024,0
-0.78397638,0
-1.1281319485,0
-1.4012062272,0
-1.4376797768,0
-1.2030825526,0
-1.2938646357,0
-1.5263711841,0
-1.7124878415,0
-1.9583969938,0
-2.1998556855,0
-1.6919142182,0
-2.3596366922,0
-2.4883229049,0
-1.4366109709,0
-1.5734478382,0
-1.3009556189,0
-1.2195342463,0
-0.8677660146,0
-0.6137536169,0
-0.5443168806,0
-0.5707325671,0
-0.6936853309,0
-0.8153940709,0
-1.5702127165,0
-1.7552577393,0
-1.3613983389,0
-1.7118171628,0
-2.3445780449,0
-1.8630464161,0
-2.1206466564,0
-2.0746319576,0
-1.3579130077,0
-1.4379095735,0
-1.3761444653,0
-1.0917485946,0
-1.2513993602,0
-1.0160530396,0
-0.9169817233,0
-0.7836075337,0
-0.5140091754,0
-0.3699899676,0
-0.2118712428,0
-0.055750487,0
0.1155452427,0
0.3590685676,0
0.4927258037,0
0.838768751,0
0.9582826663,0
1.0750347503,0
1.0044173731,0
0.9525610765,0
0.9226404621,0
0.7144687942,0
0.3763002089,0
0.2142907271,0
0.0942054148,0
0.049376834,0
0.116853377,0
0.4143767191,0
0.7215723238,0
0.9496457401,0
1.2110367406,0
1.5487227603,0
1.4218405535,0
2.1762311867,0
2.1143565685,0
1.6389931405,0
1.596948904,0
1.5400130539,0
1.949265918,0
1.9283322574,0
1.9517136081,0
1.9050427903,0
1.2106295783,0
1.9548403736,0
1.3892909387,0
1.4360777141,0
1.9783056057,0
1.6696815956,0
1.3458145058,0
0.9618005202,0
1.0207619259,0
0.6704726392,0
0.7149322486,0
0.5769293919,0
0.3764006111,0
0.3321435373,0
0.2863767164,0
0.5107583442,0
0.6404275913,0
1.1019895492,0
1.2765940604,0
1.3562029056,0
1.6614181223,0
1.2647105098,0
1.0091756303,0
0.9686563339,0
0.6642828772,0
0.2959252952,0
-0.0742817216,0
-0.2530062955,0
-0.3507787794,0
-0.7212718894,0
-0.726664587,0
-0.8973559955,0
-0.873952027,0
-0.9316721649,0
-1.0772768918,0
-0.8508113077,0
-1.0871873918,0
-1.3811604574,0
-1.1005464208,0
-0.9964484001,0
-0.9019734014,0
-1.0137494979,0
-1.0922836494,0
-0.9960296189,0
-0.9018655878,0
-0.8856033047,0
-0.7882756583,0
-0.6368630499,0
-0.4432866652,0
-0.3899970073,0
-0.4402464085,0
-0.4149438691,0
-0.9128294295,0
-1.3555790461,0
-1.246922126,0
-1.8417828251,0
-1.7580442681,0
-1.9576929689,0
-2.5929366517,0
-2.3291579811,0
-1.2480960294,0
-1.8383837671,0
-1.2640395232,0
-1.1105657343,0
-0.6821873444,0
-0.6595861187,0
-0.6549164152,0
-0.4822502754,0
-0.4858296493,0
-0.5161802668,0
-0.4508515312,0
-0.4754607961,0
-0.491168227,0
-0.3611122621,0
-0.3455849646,0
-0.3065949058,0
-0.2761030155,0
-0.2805976995,0
-0.4692049437,0
-0.3715705249,0
-0.3800041562,0
-0.5076323174,0
-0.7672756328,0
-0.6469799726,0
-0.8484379862,0
-1.1033447648,0
-1.0076362345,0
-1.0362498593,0
-0.9811714109,0
-0.4935633668,0
-0.1875028055,0
0.1751702841,0
0.5608207816,0
1.0040031481,0
1.045532382,0
0.9384315509,0
1.2245400385,0
0.997774335,0
0.7152425576,0
0.6970621567,0
0.3534658776,0
0.29339616,0
0.2519921765,0
0.2334423325,0
0.1888087498,0
